Date,Year,Month,Day,P,E,Qcmecs,Qmm,Q_Missing,Julian,Season,Season_Year,Water_Year
06/04/2008,2008,4,6,0.53544,0.95996,NA,NA,Yes,97,SP,2008,2008
07/04/2008,2008,4,7,1.408,1.0276,NA,NA,Yes,98,SP,2008,2008
08/04/2008,2008,4,8,0.10057,1.1474,NA,NA,Yes,99,SP,2008,2008
09/04/2008,2008,4,9,0.99012,1.2833,26.492,0.95054,No,100,SP,2008,2008
10/04/2008,2008,4,10,2.8319,1.2661,25.78,0.925,No,101,SP,2008,2008
11/04/2008,2008,4,11,4.1754,1.295,25.153,0.9025,No,102,SP,2008,2008
12/04/2008,2008,4,12,5.4132,1.1698,25.653,0.92044,No,103,SP,2008,2008
13/04/2008,2008,4,13,1.0739,1.4085,26.869,0.96407,No,104,SP,2008,2008
14/04/2008,2008,4,14,0.013475,1.3952,27.212,0.97638,No,105,SP,2008,2008
15/04/2008,2008,4,15,1.23E-04,1.3766,24.824,0.8907,No,106,SP,2008,2008
16/04/2008,2008,4,16,0.055002,1.3694,22.842,0.81958,No,107,SP,2008,2008
17/04/2008,2008,4,17,1.0855,1.3987,21.05,0.75528,No,108,SP,2008,2008
18/04/2008,2008,4,18,0.21964,1.4322,20.257,0.72683,No,109,SP,2008,2008
19/04/2008,2008,4,19,0.91658,1.553,19.323,0.69332,No,110,SP,2008,2008
20/04/2008,2008,4,20,0.28648,1.5881,18.244,0.6546,No,111,SP,2008,2008
21/04/2008,2008,4,21,0.065047,1.9014,17.974,0.64491,No,112,SP,2008,2008
22/04/2008,2008,4,22,6.305,1.9477,17.425,0.62522,No,113,SP,2008,2008
23/04/2008,2008,4,23,2.4396,2.0337,18.322,0.6574,No,114,SP,2008,2008
24/04/2008,2008,4,24,2.6188,2.026,18.554,0.66572,No,115,SP,2008,2008
25/04/2008,2008,4,25,1.8429,2.1674,18.545,0.6654,No,116,SP,2008,2008
26/04/2008,2008,4,26,0.10588,2.3852,18.925,0.67904,No,117,SP,2008,2008
27/04/2008,2008,4,27,4.3212,1.9778,18.638,0.66874,No,118,SP,2008,2008
28/04/2008,2008,4,28,1.9912,2.0145,18.268,0.65546,No,119,SP,2008,2008
29/04/2008,2008,4,29,0.23307,1.7212,19.322,0.69328,No,120,SP,2008,2008
30/04/2008,2008,4,30,0.27566,1.9495,18.968,0.68058,No,121,SP,2008,2008
01/05/2008,2008,5,1,1.5239,1.9459,18.141,0.65091,No,122,SP,2008,2008
02/05/2008,2008,5,2,2.9201,2.0049,16.697,0.5991,No,123,SP,2008,2008
03/05/2008,2008,5,3,2.0434,2.7064,15.626,0.56067,No,124,SP,2008,2008
04/05/2008,2008,5,4,0.31347,2.8524,15.009,0.53853,No,125,SP,2008,2008
05/05/2008,2008,5,5,0.010412,2.5345,14.661,0.52604,No,126,SP,2008,2008
06/05/2008,2008,5,6,1.63E-04,2.7509,13.687,0.4911,No,127,SP,2008,2008
07/05/2008,2008,5,7,0.0010617,2.8681,13.57,0.4869,No,128,SP,2008,2008
08/05/2008,2008,5,8,1.7326,3.066,13.073,0.46906,No,129,SP,2008,2008
09/05/2008,2008,5,9,0.89281,2.78,12.918,0.4635,No,130,SP,2008,2008
10/05/2008,2008,5,10,1.3109,2.8648,13.076,0.46917,No,131,SP,2008,2008
11/05/2008,2008,5,11,0.55374,2.9821,12.671,0.45464,No,132,SP,2008,2008
12/05/2008,2008,5,12,2.04E-04,3.2189,11.711,0.4202,No,133,SP,2008,2008
13/05/2008,2008,5,13,0,2.9327,11.342,0.40696,No,134,SP,2008,2008
14/05/2008,2008,5,14,0,2.6919,10.877,0.39027,No,135,SP,2008,2008
15/05/2008,2008,5,15,0.0093916,2.5481,10.729,0.38496,No,136,SP,2008,2008
16/05/2008,2008,5,16,2.04E-04,2.392,10.563,0.379,No,137,SP,2008,2008
17/05/2008,2008,5,17,0.31437,2.2763,10.437,0.37448,No,138,SP,2008,2008
18/05/2008,2008,5,18,0.023969,2.5583,9.705,0.34822,No,139,SP,2008,2008
19/05/2008,2008,5,19,0.0040833,2.1905,9.091,0.32619,No,140,SP,2008,2008
20/05/2008,2008,5,20,0.04855,2.11,8.879,0.31858,No,141,SP,2008,2008
21/05/2008,2008,5,21,4.3162,2.6682,8.489,0.30459,No,142,SP,2008,2008
22/05/2008,2008,5,22,3.1703,2.6601,8.873,0.31837,No,143,SP,2008,2008
23/05/2008,2008,5,23,0.18734,2.8813,9.87,0.35414,No,144,SP,2008,2008
24/05/2008,2008,5,24,0.0027358,2.9392,9.62,0.34517,No,145,SP,2008,2008
25/05/2008,2008,5,25,0.041935,2.8089,8.557,0.30703,No,146,SP,2008,2008
26/05/2008,2008,5,26,0.5871,2.9252,7.694,0.27606,No,147,SP,2008,2008
27/05/2008,2008,5,27,1.3383,2.5567,7.443,0.26706,No,148,SP,2008,2008
28/05/2008,2008,5,28,0.097999,2.8748,7.917,0.28407,No,149,SP,2008,2008
29/05/2008,2008,5,29,0.083218,3.1509,8.191,0.2939,No,150,SP,2008,2008
30/05/2008,2008,5,30,0.20176,3.3902,7.913,0.28392,No,151,SP,2008,2008
31/05/2008,2008,5,31,1.3408,3.569,7.278,0.26114,No,152,SP,2008,2008
01/06/2008,2008,6,1,0.042548,3.2844,6.526,0.23416,No,153,SU,2008,2008
02/06/2008,2008,6,2,1.5646,3.149,6.61,0.23717,No,154,SU,2008,2008
03/06/2008,2008,6,3,0.77293,2.9955,6.562,0.23545,No,155,SU,2008,2008
04/06/2008,2008,6,4,6.6492,2.6054,6.678,0.23961,No,156,SU,2008,2008
05/06/2008,2008,6,5,1.3159,2.4527,7.069,0.25364,No,157,SU,2008,2008
06/06/2008,2008,6,6,1.111,2.8285,7.37,0.26444,No,158,SU,2008,2008
07/06/2008,2008,6,7,0.10478,2.9828,7.484,0.26853,No,159,SU,2008,2008
08/06/2008,2008,6,8,0.0062883,3.3503,6.701,0.24043,No,160,SU,2008,2008
09/06/2008,2008,6,9,0.0062883,3.7998,6.213,0.22292,No,161,SU,2008,2008
10/06/2008,2008,6,10,0.5835,3.5136,6.028,0.21629,No,162,SU,2008,2008
11/06/2008,2008,6,11,2.6334,3.1113,5.719,0.2052,No,163,SU,2008,2008
12/06/2008,2008,6,12,0.12234,2.8139,5.808,0.20839,No,164,SU,2008,2008
13/06/2008,2008,6,13,0.15006,2.9203,5.849,0.20986,No,165,SU,2008,2008
14/06/2008,2008,6,14,0.51739,2.6939,5.793,0.20786,No,166,SU,2008,2008
15/06/2008,2008,6,15,0.29273,2.6233,5.317,0.19078,No,167,SU,2008,2008
16/06/2008,2008,6,16,0.29792,2.6482,5.247,0.18826,No,168,SU,2008,2008
17/06/2008,2008,6,17,4.2948,3.1112,5.151,0.18482,No,169,SU,2008,2008
18/06/2008,2008,6,18,13.942,3.0483,5.801,0.20814,No,170,SU,2008,2008
19/06/2008,2008,6,19,3.1896,2.9472,8.581,0.30789,No,171,SU,2008,2008
20/06/2008,2008,6,20,5.1688,2.9314,8.501,0.30502,No,172,SU,2008,2008
21/06/2008,2008,6,21,22.07,2.8868,8.975,0.32203,No,173,SU,2008,2008
22/06/2008,2008,6,22,2.0294,2.9182,14.402,0.51675,No,174,SU,2008,2008
23/06/2008,2008,6,23,1.4896,2.7702,16.291,0.58453,No,175,SU,2008,2008
24/06/2008,2008,6,24,2.3905,3.0619,13.101,0.47007,No,176,SU,2008,2008
25/06/2008,2008,6,25,3.7479,3.3235,11.401,0.40907,No,177,SU,2008,2008
26/06/2008,2008,6,26,5.3843,3.0197,11.346,0.4071,No,178,SU,2008,2008
27/06/2008,2008,6,27,2.2022,3.102,11.068,0.39712,No,179,SU,2008,2008
28/06/2008,2008,6,28,1.304,3.4166,11.142,0.39978,No,180,SU,2008,2008
29/06/2008,2008,6,29,0.84504,3.2932,10.671,0.38288,No,181,SU,2008,2008
30/06/2008,2008,6,30,2.0687,3.4423,9.556,0.34287,No,182,SU,2008,2008
01/07/2008,2008,7,1,3.9383,3.4995,8.623,0.3094,No,183,SU,2008,2008
02/07/2008,2008,7,2,12.374,3.3463,8.888,0.3189,No,184,SU,2008,2008
03/07/2008,2008,7,3,18.737,3.006,12.198,0.43767,No,185,SU,2008,2008
04/07/2008,2008,7,4,13.24,2.8879,40.96,1.4697,No,186,SU,2008,2008
05/07/2008,2008,7,5,12.595,3.3201,39.876,1.4308,No,187,SU,2008,2008
06/07/2008,2008,7,6,10.093,3.2479,51.816,1.8592,No,188,SU,2008,2008
07/07/2008,2008,7,7,0.7031,3.2235,69.664,2.4996,No,189,SU,2008,2008
08/07/2008,2008,7,8,0.38428,3.1463,59.52,2.1356,No,190,SU,2008,2008
09/07/2008,2008,7,9,9.569,3.0619,44.203,1.586,No,191,SU,2008,2008
10/07/2008,2008,7,10,4.6933,3.1964,40.126,1.4397,No,192,SU,2008,2008
11/07/2008,2008,7,11,0.36574,2.9567,49.077,1.7609,No,193,SU,2008,2008
12/07/2008,2008,7,12,0.62303,2.9719,43.391,1.5569,No,194,SU,2008,2008
13/07/2008,2008,7,13,0.023356,2.8912,35.155,1.2614,No,195,SU,2008,2008
14/07/2008,2008,7,14,0.074439,3.6983,30.471,1.0933,No,196,SU,2008,2008
15/07/2008,2008,7,15,0.093303,3.6183,26.682,0.95736,No,197,SU,2008,2008
16/07/2008,2008,7,16,1.0967,3.0773,23.896,0.8574,No,198,SU,2008,2008
17/07/2008,2008,7,17,1.2151,3.1548,22.575,0.81,No,199,SU,2008,2008
18/07/2008,2008,7,18,2.0263,3.2911,21.071,0.75604,No,200,SU,2008,2008
19/07/2008,2008,7,19,0.12503,3.2023,20.46,0.73411,No,201,SU,2008,2008
20/07/2008,2008,7,20,0.011229,2.8407,18.51,0.66415,No,202,SU,2008,2008
21/07/2008,2008,7,21,0.42548,2.7455,16.701,0.59924,No,203,SU,2008,2008
22/07/2008,2008,7,22,0.0060841,3.4081,16.037,0.57541,No,204,SU,2008,2008
23/07/2008,2008,7,23,0.41062,3.5058,15.326,0.5499,No,205,SU,2008,2008
24/07/2008,2008,7,24,0.12295,3.5593,14.377,0.51585,No,206,SU,2008,2008
25/07/2008,2008,7,25,0.29718,3.5894,13.456,0.48281,No,207,SU,2008,2008
26/07/2008,2008,7,26,0.0022866,3.3655,12.65,0.45389,No,208,SU,2008,2008
27/07/2008,2008,7,27,0.17097,3.3973,11.969,0.42945,No,209,SU,2008,2008
28/07/2008,2008,7,28,5.8533,3.3936,11.249,0.40362,No,210,SU,2008,2008
29/07/2008,2008,7,29,10.739,3.5079,11.266,0.40423,No,211,SU,2008,2008
30/07/2008,2008,7,30,20.989,3.3858,12.848,0.46099,No,212,SU,2008,2008
31/07/2008,2008,7,31,3.4946,3.1489,20.058,0.71969,No,213,SU,2008,2008
01/08/2008,2008,8,1,13.455,3.0009,27.604,0.99044,No,214,SU,2008,2008
02/08/2008,2008,8,2,0.99424,3.1287,34.617,1.2421,No,215,SU,2008,2008
03/08/2008,2008,8,3,1.6482,3.1286,35.097,1.2593,No,216,SU,2008,2008
04/08/2008,2008,8,4,2.8637,3.1108,29.019,1.0412,No,217,SU,2008,2008
05/08/2008,2008,8,5,5.3403,2.9029,25.875,0.92841,No,218,SU,2008,2008
06/08/2008,2008,8,6,20.433,3.2184,27.732,0.99504,No,219,SU,2008,2008
07/08/2008,2008,8,7,0.69314,2.9824,68.705,2.4652,No,220,SU,2008,2008
08/08/2008,2008,8,8,12.499,2.732,67.02,2.4047,No,221,SU,2008,2008
09/08/2008,2008,8,9,17.397,3.0827,54.016,1.9381,No,222,SU,2008,2008
10/08/2008,2008,8,10,4.1457,2.851,99.627,3.5747,No,223,SU,2008,2008
11/08/2008,2008,8,11,25.273,2.9086,104.88,3.7631,No,224,SU,2008,2008
12/08/2008,2008,8,12,8.1744,2.5471,206.68,7.4159,No,225,SU,2008,2008
13/08/2008,2008,8,13,8.2102,2.5403,286.32,10.273,No,226,SU,2008,2008
14/08/2008,2008,8,14,0.44451,2.6436,248.32,8.9097,No,227,SU,2008,2008
15/08/2008,2008,8,15,19.691,2.5801,148.73,5.3366,No,228,SU,2008,2008
16/08/2008,2008,8,16,32.342,2.5935,181.35,6.5067,No,229,SU,2008,2008
17/08/2008,2008,8,17,2.4434,2.5346,367.61,13.19,No,230,SU,2008,2008
18/08/2008,2008,8,18,5.4078,2.7208,334.59,12.005,No,231,SU,2008,2008
19/08/2008,2008,8,19,0.61964,2.7162,276,9.9031,No,232,SU,2008,2008
20/08/2008,2008,8,20,1.0508,2.6611,200.51,7.1945,No,233,SU,2008,2008
21/08/2008,2008,8,21,0.049898,2.674,141.7,5.0842,No,234,SU,2008,2008
22/08/2008,2008,8,22,0.065823,2.373,121.98,4.3767,No,235,SU,2008,2008
23/08/2008,2008,8,23,7.2198,2.1362,108.61,3.8968,No,236,SU,2008,2008
24/08/2008,2008,8,24,0.30755,2.535,101.24,3.6326,No,237,SU,2008,2008
25/08/2008,2008,8,25,3.0629,2.6226,92.518,3.3196,No,238,SU,2008,2008
26/08/2008,2008,8,26,1.0287,2.5261,81.86,2.9372,No,239,SU,2008,2008
27/08/2008,2008,8,27,0.16664,2.5967,73.979,2.6544,No,240,SU,2008,2008
28/08/2008,2008,8,28,0.23385,2.7344,66.754,2.3952,No,241,SU,2008,2008
29/08/2008,2008,8,29,0.0066966,2.5396,60.743,2.1795,No,242,SU,2008,2008
30/08/2008,2008,8,30,0.45619,2.4795,56.179,2.0157,No,243,SU,2008,2008
31/08/2008,2008,8,31,4.4587,2.3461,51.985,1.8652,No,244,SU,2008,2008
01/09/2008,2008,9,1,2.0492,2.168,49.512,1.7765,No,245,A,2008,2008
02/09/2008,2008,9,2,8.5231,1.9546,48.121,1.7266,No,246,A,2008,2008
03/09/2008,2008,9,3,3.367,1.9149,53.496,1.9195,No,247,A,2008,2008
04/09/2008,2008,9,4,2.2318,2.0135,52.262,1.8752,No,248,A,2008,2008
05/09/2008,2008,9,5,32.654,1.7647,63.984,2.2958,No,249,A,2008,2008
06/09/2008,2008,9,6,0.079624,2.0507,180.99,6.4938,No,250,A,2008,2008
07/09/2008,2008,9,7,0.0067374,1.8207,142.73,5.1213,No,251,A,2008,2008
08/09/2008,2008,9,8,3.1877,1.8976,101.32,3.6353,No,252,A,2008,2008
09/09/2008,2008,9,9,4.788,2.0342,82.528,2.9611,No,253,A,2008,2008
10/09/2008,2008,9,10,5.7214,1.7665,77.831,2.7926,No,254,A,2008,2008
11/09/2008,2008,9,11,1.7696,1.907,81.904,2.9387,No,255,A,2008,2008
12/09/2008,2008,9,12,1.0559,1.8739,75.062,2.6933,No,256,A,2008,2008
13/09/2008,2008,9,13,0.27297,1.7277,66.709,2.3935,No,257,A,2008,2008
14/09/2008,2008,9,14,18.58,1.7343,61.27,2.1984,No,258,A,2008,2008
15/09/2008,2008,9,15,0.67517,1.8127,95.873,3.44,No,259,A,2008,2008
16/09/2008,2008,9,16,0.64708,1.703,99.85,3.5827,No,260,A,2008,2008
17/09/2008,2008,9,17,0.20764,1.565,83.675,3.0023,No,261,A,2008,2008
18/09/2008,2008,9,18,1.057,1.5202,72.572,2.6039,No,262,A,2008,2008
19/09/2008,2008,9,19,0.071213,1.6418,63.869,2.2916,No,263,A,2008,2008
20/09/2008,2008,9,20,0,1.8798,57.387,2.0591,No,264,A,2008,2008
21/09/2008,2008,9,21,0,1.5804,52.355,1.8785,No,265,A,2008,2008
22/09/2008,2008,9,22,0,1.3533,47.962,1.7209,No,266,A,2008,2008
23/09/2008,2008,9,23,0,1.2818,44.34,1.5909,No,267,A,2008,2008
24/09/2008,2008,9,24,0,1.2778,41.542,1.4905,No,268,A,2008,2008
25/09/2008,2008,9,25,0,1.4252,38.927,1.3967,No,269,A,2008,2008
26/09/2008,2008,9,26,0,1.4327,36.817,1.321,No,270,A,2008,2008
27/09/2008,2008,9,27,0.32266,1.3631,34.877,1.2514,No,271,A,2008,2008
28/09/2008,2008,9,28,0.085463,1.2516,33.146,1.1893,No,272,A,2008,2008
29/09/2008,2008,9,29,3.7111,1.2029,31.591,1.1335,No,273,A,2008,2008
30/09/2008,2008,9,30,6.0269,1.3582,31.27,1.122,No,274,A,2008,2008
01/10/2008,2008,10,1,1.6921,1.1103,32.97,1.183,No,275,A,2008,2009
02/10/2008,2008,10,2,0.73128,0.92076,31.674,1.1365,No,276,A,2008,2009
03/10/2008,2008,10,3,0.28134,0.90769,29.857,1.0713,No,277,A,2008,2009
04/10/2008,2008,10,4,18.245,1.068,28.013,1.0051,No,278,A,2008,2009
05/10/2008,2008,10,5,0.7492,0.90367,41.938,1.5048,No,279,A,2008,2009
06/10/2008,2008,10,6,7.3829,0.95284,51.645,1.853,No,280,A,2008,2009
07/10/2008,2008,10,7,2.8118,1.0694,47.756,1.7135,No,281,A,2008,2009
08/10/2008,2008,10,8,0.46929,1.0157,52.866,1.8969,No,282,A,2008,2009
09/10/2008,2008,10,9,10.006,1.0354,48.19,1.7291,No,283,A,2008,2009
10/10/2008,2008,10,10,9.6651,1.2097,52.961,1.9003,No,284,A,2008,2009
11/10/2008,2008,10,11,0.077624,1.0943,91.426,3.2804,No,285,A,2008,2009
12/10/2008,2008,10,12,0.053491,0.89461,89.185,3.2,No,286,A,2008,2009
13/10/2008,2008,10,13,0.93699,1.0121,74.571,2.6756,No,287,A,2008,2009
14/10/2008,2008,10,14,11.589,0.86313,71.691,2.5723,No,288,A,2008,2009
15/10/2008,2008,10,15,2.0643,0.77331,91.401,3.2795,No,289,A,2008,2009
16/10/2008,2008,10,16,0.25868,0.78904,81.794,2.9348,No,290,A,2008,2009
17/10/2008,2008,10,17,0.33356,0.72424,68.752,2.4668,No,291,A,2008,2009
18/10/2008,2008,10,18,0.91858,0.83917,60.151,2.1582,No,292,A,2008,2009
19/10/2008,2008,10,19,4.2517,0.9055,55.332,1.9853,No,293,A,2008,2009
20/10/2008,2008,10,20,2.4769,0.87845,52.21,1.8733,No,294,A,2008,2009
21/10/2008,2008,10,21,0.59767,0.64692,52.044,1.8674,No,295,A,2008,2009
22/10/2008,2008,10,22,2.9736,0.68617,48.844,1.7525,No,296,A,2008,2009
23/10/2008,2008,10,23,7.8053,0.77153,45.453,1.6309,No,297,A,2008,2009
24/10/2008,2008,10,24,3.4142,0.67198,57.236,2.0537,No,298,A,2008,2009
25/10/2008,2008,10,25,11.185,0.72709,58.664,2.1049,No,299,A,2008,2009
26/10/2008,2008,10,26,0.70482,0.69377,86.586,3.1067,No,300,A,2008,2009
27/10/2008,2008,10,27,0.70894,0.47397,85.418,3.0648,No,301,A,2008,2009
28/10/2008,2008,10,28,1.0406,0.38504,70.711,2.5371,No,302,A,2008,2009
29/10/2008,2008,10,29,12.972,0.33724,64.107,2.3002,No,303,A,2008,2009
30/10/2008,2008,10,30,0.83401,0.39137,87.671,3.1457,No,304,A,2008,2009
31/10/2008,2008,10,31,0.22234,0.40786,89.975,3.2283,No,305,A,2008,2009
01/11/2008,2008,11,1,0.0011842,0.40553,74.917,2.6881,No,306,A,2008,2009
02/11/2008,2008,11,2,0.0042058,0.45302,64.332,2.3083,No,307,A,2008,2009
03/11/2008,2008,11,3,0.0071458,0.43428,57.681,2.0696,No,308,A,2008,2009
04/11/2008,2008,11,4,0.35631,0.40831,53.117,1.9059,No,309,A,2008,2009
05/11/2008,2008,11,5,0.093671,0.53249,49.006,1.7584,No,310,A,2008,2009
06/11/2008,2008,11,6,4.3658,0.52891,46.229,1.6587,No,311,A,2008,2009
07/11/2008,2008,11,7,3.7227,0.46216,45.229,1.6228,No,312,A,2008,2009
08/11/2008,2008,11,8,9.8908,0.51222,49.033,1.7593,No,313,A,2008,2009
09/11/2008,2008,11,9,6.5546,0.347,62.222,2.2326,No,314,A,2008,2009
10/11/2008,2008,11,10,4.5377,0.37739,81.932,2.9398,No,315,A,2008,2009
11/11/2008,2008,11,11,0.96215,0.41955,84.639,3.0369,No,316,A,2008,2009
12/11/2008,2008,11,12,5.682,0.40337,77.85,2.7933,No,317,A,2008,2009
13/11/2008,2008,11,13,0.80135,0.44043,74.218,2.663,No,318,A,2008,2009
14/11/2008,2008,11,14,2.0512,0.54831,78.552,2.8185,No,319,A,2008,2009
15/11/2008,2008,11,15,4,0.50158,71.851,2.578,No,320,A,2008,2009
16/11/2008,2008,11,16,1.8955,0.44194,68.949,2.4739,No,321,A,2008,2009
17/11/2008,2008,11,17,2.5423,0.43219,71.093,2.5508,No,322,A,2008,2009
18/11/2008,2008,11,18,0.061372,0.41556,72.504,2.6015,No,323,A,2008,2009
19/11/2008,2008,11,19,0.46158,0.41421,67.168,2.41,No,324,A,2008,2009
20/11/2008,2008,11,20,1.2734,0.42174,61.259,2.198,No,325,A,2008,2009
21/11/2008,2008,11,21,0.42703,0.39111,57.177,2.0515,No,326,A,2008,2009
22/11/2008,2008,11,22,4.6165,0.37766,53.684,1.9262,No,327,A,2008,2009
23/11/2008,2008,11,23,6.1125,0.31963,52.796,1.8943,No,328,A,2008,2009
24/11/2008,2008,11,24,0.18395,0.28673,62.705,2.2499,No,329,A,2008,2009
25/11/2008,2008,11,25,0.33185,0.28648,63.62,2.2827,No,330,A,2008,2009
26/11/2008,2008,11,26,1.7687,0.30836,56.587,2.0304,No,331,A,2008,2009
27/11/2008,2008,11,27,0.43753,0.31597,53.302,1.9125,No,332,A,2008,2009
28/11/2008,2008,11,28,0.0096774,0.17145,51.636,1.8527,No,333,A,2008,2009
29/11/2008,2008,11,29,0.0091058,0.0993,48.073,1.7249,No,334,A,2008,2009
30/11/2008,2008,11,30,0.0013883,0.12017,44.382,1.5924,No,335,A,2008,2009
01/12/2008,2008,12,1,1.4229,0.14803,41.619,1.4933,No,336,W,2009,2009
02/12/2008,2008,12,2,0.051,0.15872,39.671,1.4234,No,337,W,2009,2009
03/12/2008,2008,12,3,13.199,0.14592,39.141,1.4044,No,338,W,2009,2009
04/12/2008,2008,12,4,0.29784,0.15886,58.389,2.095,No,339,W,2009,2009
05/12/2008,2008,12,5,0.28742,0.21773,72.026,2.5843,No,340,W,2009,2009
06/12/2008,2008,12,6,0.0011025,0.13972,57.932,2.0786,No,341,W,2009,2009
07/12/2008,2008,12,7,3.2751,0.13677,49.899,1.7904,No,342,W,2009,2009
08/12/2008,2008,12,8,0.76296,0.14748,46.749,1.6774,No,343,W,2009,2009
09/12/2008,2008,12,9,0.04757,0.1813,48.046,1.7239,No,344,W,2009,2009
10/12/2008,2008,12,10,0.396,0.13928,45.596,1.636,No,345,W,2009,2009
11/12/2008,2008,12,11,4.8533,0.14251,43.305,1.5538,No,346,W,2009,2009
12/12/2008,2008,12,12,18.685,0.22028,50.666,1.8179,No,347,W,2009,2009
13/12/2008,2008,12,13,0.39686,0.15256,130.16,4.6704,No,348,W,2009,2009
14/12/2008,2008,12,14,0.053124,0.15159,108.8,3.9038,No,349,W,2009,2009
15/12/2008,2008,12,15,0.792,0.19186,80.709,2.8959,No,350,W,2009,2009
16/12/2008,2008,12,16,2.6606,0.22237,69.942,2.5095,No,351,W,2009,2009
17/12/2008,2008,12,17,1.2795,0.23418,67.43,2.4194,No,352,W,2009,2009
18/12/2008,2008,12,18,2.0857,0.24088,62.873,2.2559,No,353,W,2009,2009
19/12/2008,2008,12,19,4.6394,0.24648,59.766,2.1444,No,354,W,2009,2009
20/12/2008,2008,12,20,2.0267,0.2812,58.471,2.098,No,355,W,2009,2009
21/12/2008,2008,12,21,1.1045,0.32938,63.752,2.2874,No,356,W,2009,2009
22/12/2008,2008,12,22,0.11686,0.32673,61.198,2.1958,No,357,W,2009,2009
23/12/2008,2008,12,23,0,0.27197,56.568,2.0297,No,358,W,2009,2009
24/12/2008,2008,12,24,0,0.26346,51.867,1.861,No,359,W,2009,2009
25/12/2008,2008,12,25,0,0.25148,47.915,1.7192,No,360,W,2009,2009
26/12/2008,2008,12,26,0,0.22221,44.238,1.5873,No,361,W,2009,2009
27/12/2008,2008,12,27,0,0.15549,41.076,1.4738,No,362,W,2009,2009
28/12/2008,2008,12,28,0,0.17044,39.186,1.406,No,363,W,2009,2009
29/12/2008,2008,12,29,0,0.1363,36.975,1.3267,No,364,W,2009,2009
30/12/2008,2008,12,30,0,0.14352,35.166,1.2618,No,365,W,2009,2009
31/12/2008,2008,12,31,0.00588,0.16044,33.429,1.1994,No,366,W,2009,2009
01/01/2009,2009,1,1,0,0.15,31.639,1.1352,No,1,W,2009,2009
02/01/2009,2009,1,2,0,0.17507,30.196,1.0834,No,2,W,2009,2009
03/01/2009,2009,1,3,0.16072,0.16235,28.83,1.0344,No,3,W,2009,2009
04/01/2009,2009,1,4,0.66582,0.16622,27.91,1.0014,No,4,W,2009,2009
05/01/2009,2009,1,5,0.19833,0.12263,27.119,0.97304,No,5,W,2009,2009
06/01/2009,2009,1,6,1.63E-04,0.080502,25.742,0.92363,No,6,W,2009,2009
07/01/2009,2009,1,7,0.0048591,0.074689,24.365,0.87423,No,7,W,2009,2009
08/01/2009,2009,1,8,0.048387,0.11274,23.247,0.83411,No,8,W,2009,2009
09/01/2009,2009,1,9,0.056309,0.16077,22.308,0.80042,No,9,W,2009,2009
10/01/2009,2009,1,10,1.8317,0.25531,21.813,0.78266,No,10,W,2009,2009
11/01/2009,2009,1,11,13.039,0.34479,22.744,0.81606,No,11,W,2009,2009
12/01/2009,2009,1,12,3.2598,0.33319,37.457,1.344,No,12,W,2009,2009
13/01/2009,2009,1,13,0.49918,0.24568,44.87,1.61,No,13,W,2009,2009
14/01/2009,2009,1,14,10.551,0.25061,46.253,1.6596,No,14,W,2009,2009
15/01/2009,2009,1,15,1.7153,0.31532,65.07,2.3347,No,15,W,2009,2009
16/01/2009,2009,1,16,1.3061,0.31326,63.989,2.296,No,16,W,2009,2009
17/01/2009,2009,1,17,11.085,0.27166,58.036,2.0824,No,17,W,2009,2009
18/01/2009,2009,1,18,6.3273,0.2149,78.197,2.8057,No,18,W,2009,2009
19/01/2009,2009,1,19,1.1035,0.19841,96.531,3.4636,No,19,W,2009,2009
20/01/2009,2009,1,20,4.018,0.19933,92.028,3.302,No,20,W,2009,2009
21/01/2009,2009,1,21,9.5554,0.29531,84.537,3.0332,No,21,W,2009,2009
22/01/2009,2009,1,22,1.7047,0.26175,102.9,3.6919,No,22,W,2009,2009
23/01/2009,2009,1,23,0.22834,0.25281,101.53,3.6428,No,23,W,2009,2009
24/01/2009,2009,1,24,3.4168,0.25823,85.027,3.0508,No,24,W,2009,2009
25/01/2009,2009,1,25,0.94549,0.27315,75.649,2.7143,No,25,W,2009,2009
26/01/2009,2009,1,26,3.7181,0.31093,70.636,2.5344,No,26,W,2009,2009
27/01/2009,2009,1,27,0.16448,0.35899,66.623,2.3905,No,27,W,2009,2009
28/01/2009,2009,1,28,0.1243,0.31767,64.825,2.3259,No,28,W,2009,2009
29/01/2009,2009,1,29,2.6849,0.35984,59.499,2.1348,No,29,W,2009,2009
30/01/2009,2009,1,30,14.739,0.49506,56.115,2.0134,No,30,W,2009,2009
31/01/2009,2009,1,31,2.518,0.38629,79.516,2.8531,No,31,W,2009,2009
01/02/2009,2009,2,1,0.20698,0.28038,92.875,3.3324,No,32,W,2009,2009
02/02/2009,2009,2,2,6.4895,0.21286,82.726,2.9682,No,33,W,2009,2009
03/02/2009,2009,2,3,13.438,0.22568,80.992,2.906,No,34,W,2009,2009
04/02/2009,2009,2,4,1.0297,0.28839,135.82,4.8734,No,35,W,2009,2009
05/02/2009,2009,2,5,0.76121,0.21872,134.29,4.8185,No,36,W,2009,2009
06/02/2009,2009,2,6,0.19469,0.23612,101.37,3.6371,No,37,W,2009,2009
07/02/2009,2009,2,7,1.7187,0.26481,83.333,2.99,No,38,W,2009,2009
08/02/2009,2009,2,8,2.0139,0.23627,72.233,2.5917,No,39,W,2009,2009
